Id,Label,name,city,country,icao,latitude,longitude,altitude,timezone,dst,tz database time zone,type,source,weighted indegree,weighted outdegree,Weighted Degree,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stat_inf_class,nodecolor-multimode,giantcomponent,pageranks,eigencentrality
482,LYE,RAF Lyneham,Lyneham,United Kingdom,EGDL,51.5051,-1.99343,513,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,234,0.000039,0
483,\N,MoD Boscombe Down Airport,Boscombe Down,United Kingdom,EGDM,51.152199,-1.74741,407,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,235,0.000039,0
484,\N,RNAS Culdrose,Culdrose,United Kingdom,EGDR,50.086102,-5.25571,267,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,236,0.000039,0
485,\N,MoD St. Athan,St. Athan,United Kingdom,EGDX,51.4048,-3.43575,163,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,237,0.000039,0
486,YEO,RNAS Yeovilton,Yeovilton,United Kingdom,EGDY,51.009399,-2.63882,75,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,238,0.000039,0
487,HAW,Haverfordwest Airport,Haverfordwest,United Kingdom,EGFE,51.833099,-4.96111,159,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,239,0.000039,0
488,CWL,Cardiff International Airport,Cardiff,United Kingdom,EGFF,51.396702,-3.34333,220,0,E,Europe/London,airport,OurAirports,31,32,63,5,31,32,63,8,0.29749,0.321915,0.000108,6,red,0,0.000281,0.03242
489,SWS,Swansea Airport,Swansea,United Kingdom,EGFH,51.605301,-4.06783,299,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,240,0.000039,0
490,BRS,Bristol Airport,Bristol,United Kingdom,EGGD,51.382702,-2.71909,622,0,E,Europe/London,airport,OurAirports,100,100,200,5,100,100,200,8,0.313149,0.345657,0.000091,14,red,0,0.000737,0.086815
491,LPL,Liverpool John Lennon Airport,Liverpool,United Kingdom,EGGP,53.333599,-2.84972,80,0,E,Europe/London,airport,OurAirports,58,58,116,5,58,58,116,8,0.306597,0.334813,0.000069,14,red,0,0.000462,0.044164
492,LTN,London Luton Airport,London,United Kingdom,EGGW,51.874699,-0.368333,526,0,E,Europe/London,airport,OurAirports,106,108,214,5,106,108,214,8,0.314769,0.349866,0.000325,24,red,0,0.000828,0.075497
493,PLH,Plymouth City Airport,Plymouth,United Kingdom,EGHD,50.422798,-4.10583,476,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,241,0.000039,0
494,BOH,Bournemouth Airport,Bournemouth,United Kingdom,EGHH,50.779999,-1.8425,38,0,E,Europe/London,airport,OurAirports,19,19,38,5,19,19,38,8,0.26745,0.289272,0,39,blue,0,0.000164,0.01471
495,SOU,Southampton Airport,Southampton,United Kingdom,EGHI,50.950298,-1.3568,44,0,E,Europe/London,airport,OurAirports,33,33,66,5,33,33,66,8,0.296348,0.320504,0.000063,34,red,0,0.000314,0.020248
496,QLA,Lasham Airport,Lasham,United Kingdom,EGHL,51.187199,-1.0335,618,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,242,0.000039,0
497,ACI,Alderney Airport,Alderney,Guernsey,EGJA,49.706104,-2.21472,290,0,E,Europe/Guernsey,airport,OurAirports,2,2,4,5,2,2,4,9,0.229764,0.240932,0,34,blue,0,0.000056,0.000329
498,GCI,Guernsey Airport,Guernsey,Guernsey,EGJB,49.435001,-2.60197,336,0,E,Europe/Guernsey,airport,OurAirports,18,18,36,5,18,18,36,8,0.294967,0.317234,0.000079,34,red,0,0.000194,0.015827
499,JER,Jersey Airport,Jersey,Jersey,EGJJ,49.207901,-2.19551,277,0,E,Europe/Jersey,airport,OurAirports,38,38,76,5,38,38,76,8,0.306686,0.332311,0.000007,34,red,0,0.00032,0.031116
500,ESH,Shoreham Airport,Shoreham By Sea,United Kingdom,EGKA,50.835602,-0.297222,7,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,243,0.000039,0
501,BQH,London Biggin Hill Airport,Biggin Hill,United Kingdom,EGKB,51.330799,0.0325,598,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,244,0.000039,0
502,LGW,London Gatwick Airport,London,United Kingdom,EGKK,51.148102,-0.190278,202,0,E,Europe/London,airport,OurAirports,352,356,708,5,352,356,708,7,0.364547,0.411607,0.001683,20,red,0,0.002603,0.281107
503,LCY,London City Airport,London,United Kingdom,EGLC,51.505299,0.055278,19,0,E,Europe/London,airport,OurAirports,66,62,128,5,66,62,128,8,0.306924,0.334168,0.000264,34,red,0,0.000586,0.082623
504,FAB,Farnborough Airport,Farnborough,United Kingdom,EGLF,51.275799,-0.776333,238,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,245,0.000039,0
505,\N,Chalgrove Airport,Chalsgrove,United Kingdom,EGLJ,51.676102,-1.08083,240,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,246,0.000039,0
506,BBS,Blackbushe Airport,Blackbushe,United Kingdom,EGLK,51.323898,-0.8475,325,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,247,0.000039,0
507,LHR,London Heathrow Airport,London,United Kingdom,EGLL,51.4706,-0.461941,83,0,E,Europe/London,airport,OurAirports,522,525,1047,8,522,525,1047,7,0.408387,0.453624,0.010425,53,blue,0,0.004245,0.837321
508,SEN,Southend Airport,Southend,United Kingdom,EGMC,51.5714,0.695556,49,0,E,Europe/London,airport,OurAirports,14,14,28,5,14,14,28,8,0.295739,0.317813,0,15,red,0,0.000129,0.016037
509,LYX,Lydd Airport,Lydd,United Kingdom,EGMD,50.9561,0.939167,13,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,248,0.000039,0
510,MSE,Kent International Airport,Manston,United Kingdom,EGMH,51.342201,1.34611,178,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,249,0.000039,0
511,\N,Brough Airport,Brough,United Kingdom,EGNB,53.7197,-0.566333,12,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,250,0.000039,0
512,CAX,Carlisle Airport,Carlisle,United Kingdom,EGNC,54.9375,-2.80917,190,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,251,0.000039,0
513,\N,Retford Gamston Airport,Repton,United Kingdom,EGNE,53.280602,-0.951389,91,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,252,0.000039,0
514,BLK,Blackpool International Airport,Blackpool,United Kingdom,EGNH,53.771702,-3.02861,34,0,E,Europe/London,airport,OurAirports,9,9,18,5,9,9,18,8,0.265989,0.285491,0,5,blue,0,0.000101,0.007961
515,HUY,Humberside Airport,Humberside,United Kingdom,EGNJ,53.574402,-0.350833,121,0,E,Europe/London,airport,OurAirports,5,5,10,5,5,5,10,8,0.287623,0.305128,0,34,red,0,0.000079,0.006596
516,BWF,Barrow Walney Island Airport,Barrow Island,United Kingdom,EGNL,54.128611,-3.2675,173,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,253,0.000039,0
517,LBA,Leeds Bradford Airport,Leeds,United Kingdom,EGNM,53.865898,-1.66057,681,0,E,Europe/London,airport,OurAirports,80,80,160,5,80,80,160,8,0.311179,0.340481,0.000021,27,red,0,0.000578,0.080357
518,WRT,Warton Airport,Warton,United Kingdom,EGNO,53.745098,-2.88306,55,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,254,0.000039,0
519,CEG,Hawarden Airport,Hawarden,United Kingdom,EGNR,53.178101,-2.97778,45,0,E,Europe/London,airport,OurAirports,2,2,4,5,2,2,4,9,0.244553,0.259001,0,17,blue,0,0.000053,0.001263
520,IOM,Isle of Man Airport,Isle Of Man,Isle of Man,EGNS,54.083302,-4.62389,52,0,E,Europe/Isle_of_Man,airport,OurAirports,11,11,22,5,11,11,22,8,0.274668,0.295439,0.000107,5,blue,0,0.000152,0.008116
521,NCL,Newcastle Airport,Newcastle,United Kingdom,EGNT,55.037498,-1.69167,266,0,E,Europe/London,airport,OurAirports,81,84,165,5,81,84,165,8,0.320085,0.348411,0.000028,5,red,0,0.000584,0.091947
522,MME,Durham Tees Valley Airport,Teesside,United Kingdom,EGNV,54.509201,-1.42941,120,0,E,Europe/London,airport,OurAirports,3,3,6,5,3,3,6,8,0.287544,0.304759,0,6,red,0,0.000061,0.006243
523,EMA,East Midlands Airport,East Midlands,United Kingdom,EGNX,52.8311,-1.32806,306,0,E,Europe/London,airport,OurAirports,97,95,192,5,97,95,192,8,0.305443,0.335082,0.000064,5,red,0,0.000705,0.068038
524,\N,Llanbedr Airport,Llanbedr,United Kingdom,EGOD,52.811699,-4.12358,30,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,255,0.000039,0
525,\N,RAF Ternhill,Ternhill,United Kingdom,EGOE,52.871201,-2.53356,272,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,256,0.000039,0
526,\N,RAF Shawbury,Shawbury,United Kingdom,EGOS,52.798199,-2.66804,249,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,257,0.000039,0
528,\N,RAF Woodvale,Woodvale,United Kingdom,EGOW,53.5816,-3.05552,37,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,258,0.000039,0
529,KOI,Kirkwall Airport,Kirkwall,United Kingdom,EGPA,58.957802,-2.905,50,0,E,Europe/London,airport,OurAirports,11,11,22,14,11,11,22,8,0.254483,0.270844,0.000641,6,blue,0,0.0004,0.002335
530,LSI,Sumburgh Airport,Sumburgh,United Kingdom,EGPB,59.878899,-1.29556,20,0,E,Europe/London,airport,OurAirports,5,5,10,5,5,5,10,8,0.25436,0.269896,0,6,blue,0,0.000105,0.001998
531,WIC,Wick Airport,Wick,United Kingdom,EGPC,58.4589,-3.09306,126,0,E,Europe/London,airport,OurAirports,2,2,4,5,2,2,4,9,0.245273,0.260059,0,6,blue,0,0.000054,0.001177
532,ABZ,Aberdeen Dyce Airport,Aberdeen,United Kingdom,EGPD,57.2019,-2.19778,215,0,E,Europe/London,airport,OurAirports,41,41,82,5,41,41,82,8,0.309505,0.334957,0.00028,6,red,0,0.000433,0.05882
533,INV,Inverness Airport,Inverness,United Kingdom,EGPE,57.5425,-4.0475,31,0,E,Europe/London,airport,OurAirports,10,11,21,5,10,11,21,8,0.293436,0.314232,0.000015,6,red,0,0.00015,0.008892
534,GLA,Glasgow International Airport,Glasgow,United Kingdom,EGPF,55.871899,-4.43306,26,0,E,Europe/London,airport,OurAirports,96,100,196,5,96,100,196,7,0.330721,0.362537,0.000997,28,red,0,0.000896,0.103787
535,EDI,Edinburgh Airport,Edinburgh,United Kingdom,EGPH,55.950001,-3.3725,135,0,E,Europe/London,airport,OurAirports,118,119,237,5,118,119,237,8,0.324582,0.362414,0.000536,4,red,0,0.000917,0.134448
536,ILY,Islay Airport,Islay,United Kingdom,EGPI,55.6819,-6.25667,56,0,E,Europe/London,airport,OurAirports,1,1,2,5,1,1,2,8,0.248547,0.260686,0,28,blue,0,0.000046,0.00064
537,PIK,Glasgow Prestwick Airport,Prestwick,United Kingdom,EGPK,55.509399,-4.58667,65,0,E,Europe/London,airport,OurAirports,21,21,42,5,21,21,42,8,0.276033,0.298031,0.000002,14,red,0,0.000184,0.015225
538,BEB,Benbecula Airport,Benbecula,United Kingdom,EGPL,57.481098,-7.36278,19,0,E,Europe/London,airport,OurAirports,2,2,4,5,2,2,4,8,0.248684,0.261081,0,28,blue,0,0.000064,0.000708
539,SCS,Scatsta Airport,Scatsta,United Kingdom,EGPM,60.4328,-1.29611,81,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,259,0.000039,0
540,DND,Dundee Airport,Dundee,United Kingdom,EGPN,56.452499,-3.02583,17,0,E,Europe/London,airport,OurAirports,1,1,2,5,1,1,2,9,0.237203,0.253303,0,34,blue,0,0.000046,0.000587
541,SYY,Stornoway Airport,Stornoway,United Kingdom,EGPO,58.215599,-6.33111,26,0,E,Europe/London,airport,OurAirports,5,5,10,5,5,5,10,8,0.254237,0.26958,0,28,blue,0,0.000101,0.001983
542,TRE,Tiree Airport,Tiree,United Kingdom,EGPU,56.499199,-6.86917,38,0,E,Europe/London,airport,OurAirports,1,1,2,5,1,1,2,8,0.248547,0.260686,0,28,blue,0,0.000046,0.00064
543,ADX,RAF Leuchars,Leuchars,United Kingdom,EGQL,56.372898,-2.86844,38,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,260,0.000039,0
544,LMO,RAF Lossiemouth,Lossiemouth,United Kingdom,EGQS,57.7052,-3.33917,42,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,261,0.000039,0
545,CBG,Cambridge Airport,Cambridge,United Kingdom,EGSC,52.205002,0.175,47,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,262,0.000039,0
546,\N,Peterborough Business Airport,Peterborough,United Kingdom,EGSF,52.468102,-0.251111,26,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,263,0.000039,0
547,NWI,Norwich International Airport,Norwich,United Kingdom,EGSH,52.6758,1.28278,117,0,E,Europe/London,airport,OurAirports,10,10,20,5,10,10,20,8,0.291759,0.311141,0,34,red,0,0.000119,0.010723
548,STN,London Stansted Airport,London,United Kingdom,EGSS,51.884998,0.235,348,0,E,Europe/London,airport,OurAirports,170,173,343,5,170,173,343,8,0.310934,0.355143,0.000709,34,red,0,0.00147,0.081025
549,\N,North Weald Airport,North Weald,United Kingdom,EGSX,51.721699,0.154167,321,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,264,0.000039,0
550,\N,Sheffield City Heliport,Fowlmere,United Kingdom,EGSY,53.394299,-1.38849,231,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,265,0.000039,0
551,\N,Cranfield Airport,Cranfield,United Kingdom,EGTC,52.072201,-0.616667,358,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,266,0.000039,0
552,EXT,Exeter International Airport,Exeter,United Kingdom,EGTE,50.734402,-3.41389,102,0,E,Europe/London,airport,OurAirports,24,25,49,5,24,25,49,8,0.303306,0.327146,0.000202,17,red,0,0.000251,0.026271
553,FZO,Bristol Filton Airport,Bristol,United Kingdom,EGTG,51.519402,-2.59083,226,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,267,0.000039,0
554,OXF,Oxford (Kidlington) Airport,Oxford,United Kingdom,EGTK,51.836899,-1.32,270,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,268,0.000039,0
555,BEX,RAF Benson,Benson,United Kingdom,EGUB,51.616402,-1.09583,226,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,269,0.000039,0
556,LKZ,RAF Lakenheath,Lakenheath,United Kingdom,EGUL,52.409302,0.561,32,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,270,0.000039,0
557,MHZ,RAF Mildenhall,Mildenhall,United Kingdom,EGUN,52.3619,0.486406,33,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,271,0.000039,0
558,\N,RAF Wattisham,Wattisham,United Kingdom,EGUW,52.1273,0.956264,284,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,272,0.000039,0
559,QUY,RAF Wyton,Wyton,United Kingdom,EGUY,52.357201,-0.107833,135,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,273,0.000039,0
560,FFD,RAF Fairford,Fairford,United Kingdom,EGVA,51.682201,-1.79003,286,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,274,0.000039,0
561,BZZ,RAF Brize Norton,Brize Norton,United Kingdom,EGVN,51.75,-1.58362,288,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,275,0.000039,0
562,ODH,RAF Odiham,Odiham,United Kingdom,EGVO,51.2341,-0.942825,405,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,276,0.000039,0
563,\N,DCAE Cosford Air Base,Cosford,United Kingdom,EGWC,52.639999,-2.30558,272,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,277,0.000039,0
564,NHT,RAF Northolt,Northolt,United Kingdom,EGWU,51.553001,-0.418167,124,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,278,0.000039,0
565,QCY,RAF Coningsby,Coningsby,United Kingdom,EGXC,53.092999,-0.166014,25,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,279,0.000039,0
566,\N,RAF Dishforth,Dishforth,United Kingdom,EGXD,54.137199,-1.42025,117,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,280,0.000039,0
567,\N,Leeming Airport,Leeming,United Kingdom,EGXE,54.2924,-1.5354,132,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,281,0.000039,0
568,\N,Leeds East Airport,Church Fenton,United Kingdom,EGXG,53.834301,-1.1955,29,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,282,0.000039,0
569,BEQ,RAF Honington,Honington,United Kingdom,EGXH,52.342602,0.772939,174,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,283,0.000039,0
570,\N,RAF Cottesmore,Cottesmore,United Kingdom,EGXJ,52.735699,-0.648769,461,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,284,0.000039,0
571,SQZ,RAF Scampton,Scampton,United Kingdom,EGXP,53.3078,-0.550833,202,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,285,0.000039,0
572,\N,RAF Wittering,Wittering,United Kingdom,EGXT,52.612598,-0.476453,273,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,286,0.000039,0
573,HRT,RAF Linton-On-Ouse,Linton-on-ouse,United Kingdom,EGXU,54.048901,-1.25275,53,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,287,0.000039,0
574,WTN,RAF Waddington,Waddington,United Kingdom,EGXW,53.166199,-0.523811,231,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,288,0.000039,0
575,\N,RAF Topcliffe,Topcliffe,United Kingdom,EGXZ,54.205502,-1.38209,92,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,289,0.000039,0
576,\N,RAF Cranwell,Cranwell,United Kingdom,EGYD,53.0303,-0.483242,218,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,290,0.000039,0
577,\N,RAF Barkston Heath,Barkston Heath,United Kingdom,EGYE,52.9622,-0.561625,367,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,291,0.000039,0
578,KNF,RAF Marham,Marham,United Kingdom,EGYM,52.648395,0.550692,75,0,E,Europe/London,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,292,0.000039,0
579,MPN,Mount Pleasant Airport,Mount Pleasant,Falkland Islands,EGYP,-51.8228,-58.447201,244,-3,U,Atlantic/Stanley,airport,OurAirports,1,1,2,6,1,1,2,9,0.200978,0.207115,0,85,blue,0,0.000067,0.000061
580,AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,EHAM,52.308601,4.76389,-11,1,E,Europe/Amsterdam,airport,OurAirports,450,453,903,5,450,453,903,7,0.402826,0.455483,0.007128,29,blue,0,0.003586,0.520206
581,\N,Budel Airfield Kempen,Weert,Netherlands,EHBD,51.255299,5.60139,114,1,E,Europe/Amsterdam,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,293,0.000039,0
582,MST,Maastricht Aachen Airport,Maastricht,Netherlands,EHBK,50.911701,5.77014,375,1,E,Europe/Amsterdam,airport,OurAirports,9,10,19,5,9,10,19,8,0.256858,0.278248,0,23,blue,0,0.000105,0.005409
583,\N,Deelen Air Base,Deelen,Netherlands,EHDL,52.0606,5.87306,158,1,E,Europe/Amsterdam,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,294,0.000039,0
584,\N,Drachten Airport,Drachten,Netherlands,EHDR,53.119202,6.12972,14,1,E,Europe/Amsterdam,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,295,0.000039,0
585,EIN,Eindhoven Airport,Eindhoven,Netherlands,EHEH,51.4501,5.37453,74,1,E,Europe/Amsterdam,airport,OurAirports,67,68,135,5,67,68,135,8,0.29696,0.329215,0.000041,21,red,0,0.000517,0.046004
586,GRQ,Eelde Airport,Groningen,Netherlands,EHGG,53.119701,6.57944,17,1,E,Europe/Amsterdam,airport,OurAirports,7,6,13,5,7,6,13,9,0.246208,0.264332,0,23,blue,0,0.000084,0.005692
587,GLZ,Gilze Rijen Air Base,Gilze-rijen,Netherlands,EHGR,51.567402,4.93183,49,1,E,Europe/Amsterdam,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,296,0.000039,0
588,DHR,De Kooy Airport,De Kooy,Netherlands,EHKD,52.923401,4.78062,3,1,E,Europe/Amsterdam,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,297,0.000039,0
589,LEY,Lelystad Airport,Lelystad,Netherlands,EHLE,52.4603,5.52722,-13,1,E,Europe/Amsterdam,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,298,0.000039,0
590,LWR,Leeuwarden Air Base,Leeuwarden,Netherlands,EHLW,53.2286,5.76056,3,1,E,Europe/Amsterdam,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,299,0.000039,0
591,RTM,Rotterdam The Hague Airport,Rotterdam,Netherlands,EHRD,51.956902,4.43722,-15,1,E,Europe/Amsterdam,airport,OurAirports,33,33,66,5,33,33,66,8,0.308269,0.334679,0.000044,34,red,0,0.00028,0.037902
592,UTC,Soesterberg Air Base,Soesterberg,Netherlands,EHSB,52.1273,5.27619,66,1,E,Europe/Amsterdam,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,300,0.000039,0
593,ENS,Twente Airport,Enschede,Netherlands,EHTW,52.275833,6.889167,114,1,E,Europe/Amsterdam,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,301,0.000039,0
594,LID,Valkenburg Naval Air Base,Valkenburg,Netherlands,EHVB,52.1661,4.41794,1,1,E,Europe/Amsterdam,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,302,0.000039,0
595,WOE,Woensdrecht Air Base,Woensdrecht,Netherlands,EHWO,51.4491,4.34203,63,1,E,Europe/Amsterdam,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,303,0.000039,0
596,ORK,Cork Airport,Cork,Ireland,EICK,51.841301,-8.49111,502,0,E,Europe/Dublin,airport,OurAirports,34,34,68,5,34,34,68,8,0.310568,0.336966,0.000001,14,red,0,0.00026,0.041604
597,GWY,Galway Airport,Galway,Ireland,EICM,53.300201,-8.94159,81,0,E,Europe/Dublin,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,304,0.000039,0
599,DUB,Dublin Airport,Dublin,Ireland,EIDW,53.421299,-6.27007,242,0,E,Europe/Dublin,airport,OurAirports,207,207,414,5,207,207,414,7,0.350149,0.394343,0.001353,41,red,0,0.00155,0.279579
600,NOC,Ireland West Knock Airport,Connaught,Ireland,EIKN,53.910301,-8.81849,665,0,E,Europe/Dublin,airport,OurAirports,15,15,30,5,15,15,30,8,0.275889,0.299088,0,21,blue,0,0.000136,0.011757
601,KIR,Kerry Airport,Kerry,Ireland,EIKY,52.180901,-9.52378,112,0,E,Europe/Dublin,airport,OurAirports,6,6,12,5,6,6,12,8,0.265231,0.285421,0,23,blue,0,0.000079,0.004359
602,\N,Casement Air Base,Casement,Ireland,EIME,53.301701,-6.45133,319,0,E,Europe/Dublin,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,305,0.000039,0
603,SNN,Shannon Airport,Shannon,Ireland,EINN,52.702,-8.92482,46,0,E,Europe/Dublin,airport,OurAirports,29,29,58,5,29,29,58,8,0.308269,0.334374,0.000017,15,red,0,0.000235,0.032622
604,SXL,Sligo Airport,Sligo,Ireland,EISG,54.280201,-8.59921,11,0,E,Europe/Dublin,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,306,0.000039,0
605,WAT,Waterford Airport,Waterford,Ireland,EIWF,52.187199,-7.08696,119,0,E,Europe/Dublin,airport,OurAirports,2,2,4,5,2,2,4,8,0.265053,0.281514,0,28,blue,0,0.000051,0.002754
607,AAR,Aarhus Airport,Aarhus,Denmark,EKAH,56.299999,10.619,82,1,E,Europe/Copenhagen,airport,OurAirports,8,8,16,5,8,8,16,8,0.276733,0.297544,0.000001,7,red,0,0.000105,0.007115
608,BLL,Billund Airport,Billund,Denmark,EKBI,55.740299,9.15178,247,1,E,Europe/Copenhagen,airport,OurAirports,47,47,94,5,47,47,94,8,0.313304,0.342677,0.000074,39,red,0,0.000399,0.053468
609,CPH,Copenhagen Kastrup Airport,Copenhagen,Denmark,EKCH,55.617901,12.656,17,1,E,Europe/Copenhagen,airport,OurAirports,228,229,457,5,228,229,457,7,0.367639,0.408808,0.002519,4,blue,0,0.001853,0.304449
610,EBJ,Esbjerg Airport,Esbjerg,Denmark,EKEB,55.525902,8.5534,97,1,E,Europe/Copenhagen,airport,OurAirports,2,2,4,5,2,2,4,9,0.240502,0.253354,0,6,blue,0,0.000055,0.000727
611,\N,Gr�nholt Hiller�d Airport,Gronholt,Denmark,EKGH,55.941399,12.3822,97,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,307,0.000039,0
612,KRP,Karup Airport,Karup,Denmark,EKKA,56.297501,9.12463,170,1,E,Europe/Copenhagen,airport,OurAirports,1,1,2,5,1,1,2,8,0.268835,0.28324,0,4,red,0,0.000046,0.00172
613,BYR,L�s� Airport,Laeso,Denmark,EKLS,57.277199,11.0001,25,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,308,0.000039,0
614,MRW,Lolland Falster Maribo Airport,Maribo,Denmark,EKMB,54.699299,11.4401,16,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,309,0.000039,0
615,ODE,Odense Airport,Odense,Denmark,EKOD,55.4767,10.3309,56,1,E,Europe/Copenhagen,airport,OurAirports,0,0,0,0,0,0,0,0,0,0,0,0,black,310,0.000039,0
